Exp,Epochs,Learning rate,Batch size,Train ratio,Split method,Random seed,Optimizer,Loss function,Hidden layers,Neurons per layer,Activation,Mass 1,Mass 2,Length 1,Length 2,Gravity,Initial Theta 1,Initial Theta 2,Initial Omega 1,Initial Omega 2,Duration,Samples,MSE,MAE,Maximum Error,R2 Score
1,500,0.0005,32,0.8,random,57,Adam,MSELoss,3,128,Tanh,1.0,1.0,1.0,1.0,9.81,1.0,1.0,0.0,0.0,10,2000,2.5190356609527953e-05,0.0037581976503133774,0.024584174156188965,0.9999556541442871
1,500,0.0005,32,0.8,random,57,Adam,MSELoss,3,128,Tanh,1.0,1.0,1.0,1.0,9.81,1.0,1.0,0.0,0.0,10,2000,2.5190356609527953e-05,0.0037581976503133774,0.024584174156188965,0.9999556541442871
