Initial Theta 2,MSE_Mean,MSE_Std,MAE_Mean,MAE_Std,Max_Error_Mean,Max_Error_Std,R2_Mean,R2_Std
0.1,0.0008191814413294,0.0,0.0241209678351879,0.0,0.084111601114273,0.0,0.997378945350647,0.0
0.3,0.0001638706744415,0.0,0.0092514920979738,0.0,0.0490603446960449,0.0,0.9996150732040404,0.0
0.5,0.000106620878796,0.0,0.0082634761929512,0.0,0.0308722108602523,0.0,0.9996939301490784,0.0
0.7,0.0003034755354747,0.0,0.0125741213560104,0.0,0.0690464302897453,0.0,0.9993886947631836,0.0
1.0,2.5190356609527956e-05,0.0,0.0037581983488053,0.0,0.0245841741561889,0.0,0.9999513626098632,0.0
1.2,6.79371296428144e-05,0.0,0.0055252136662602,0.0,0.0521491765975952,0.0,0.9998801350593568,0.0
1.5,8.658076694700867e-05,0.0,0.0068827541545033,0.0,0.034841775894165,0.0,0.999881625175476,0.0
2.0,0.0002823807008098,0.0,0.0121630495414137,0.0,0.0743315815925598,0.0,0.999661147594452,0.0
