Initial Angle,MSE_Mean,MSE_Std,MAE_Mean,MAE_Std,Max_Error_Mean,Max_Error_Std,R2_Mean,R2_Std
0.1,2.397400185145671e-05,1.4535857493694602e-05,0.00354343620128924,0.0008037809399460623,0.01692467797547574,0.007968582340361276,0.9952397584915161,0.002942023588546225
0.5,0.00016016319777915683,0.00010656210363870224,0.00942432782612734,0.004735569587093132,0.03157713115215296,0.013398057529546956,0.998719048500061,0.000859285909494556
1.0,0.0014814620546530484,0.0018808004541612405,0.02566754519939416,0.0168994761159804,0.08287583440542215,0.051144969690354154,0.9970253586769104,0.003793387860065538
1.5,0.0006435558636439539,0.0007750007297796971,0.016390046849846802,0.011176054857376484,0.06092768162488934,0.03915262268242891,0.9994164705276489,0.0007093976264019642
2.0,0.0017869635070382791,0.0035225498137787777,0.0225974421948194,0.029128674745521655,0.08611878752708432,0.08129093125828729,0.9991495609283447,0.001676767478389413
