Initial Theta 1,MSE_Mean,MSE_Std,MAE_Mean,MAE_Std,Max_Error_Mean,Max_Error_Std,R2_Mean,R2_Std
0.1,0.0010510582942515,0.0,0.0248529911041259,0.0,0.1413543820381164,0.0,0.9940933585166932,0.0
0.3,0.0004357544821687,0.0,0.0152365202084183,0.0,0.0752643048763275,0.0,0.9977948665618896,0.0
0.5,9.590439731255174e-05,0.0,0.0070387599989771,0.0,0.0309580117464065,0.0,0.9995899200439452,0.0
0.7,0.0003760907566174,0.0,0.0152562502771615,0.0,0.05788304656744,0.0,0.9989887475967408,0.0
1.0,2.5190356609527956e-05,0.0,0.0037581983488053,0.0,0.0245841741561889,0.0,0.9999513626098632,0.0
1.2,0.000138157440233,0.0,0.0078011266887187,0.0,0.0856388807296752,0.0,0.9997880458831788,0.0
1.5,4.0102149796439335e-05,0.0,0.0049493238329887,0.0,0.0251059532165527,0.0,0.9999547600746156,0.0
2.0,0.0002766981488093,0.0,0.0109138246625661,0.0,0.1013393402099609,0.0,0.9999334812164308,0.0
