Length,MSE_Mean,MSE_Std,MAE_Mean,MAE_Std,Max_Error_Mean,Max_Error_Std,R2_Mean,R2_Std
0.5,0.03147338317940008,0.06398574573406057,0.07081375382840631,0.08095968111584469,0.45096978545188904,0.42057888668695287,0.9396206378936768,0.12233129392910538
1.0,0.0014814620546530484,0.0018808004541612405,0.02566754519939416,0.0168994761159804,0.08287583440542215,0.051144969690354154,0.9970253586769104,0.003793387860065538
2.0,0.00016571756932533336,0.00010823139312805149,0.00984432194381948,0.0038811190725439836,0.03134409636259074,0.013756806427959657,0.9996712565422058,0.00021039973401038863
3.0,0.0001526291780464392,8.74114772836647e-05,0.00989875560626382,0.0031924667245080444,0.03252863287925714,0.008894496220615193,0.9997059464454651,0.00016032062641669993
5.0,4.460029840629432e-05,3.434980631212797e-05,0.00473646237514908,0.002069547405173309,0.0197285175323486,0.007289377553948426,0.9999145150184632,6.744013884659391e-05
