Length 1,MSE_Mean,MSE_Std,MAE_Mean,MAE_Std,Max_Error_Mean,Max_Error_Std,R2_Mean,R2_Std
0.5,0.0001479162892792,0.0,0.0091757979243993,0.0,0.0494627356529235,0.0,0.9996601939201356,0.0
0.75,0.0001097966160159,0.0,0.0078418031334877,0.0,0.0385842621326446,0.0,0.9997388124465942,0.0
1.0,2.5190356609527956e-05,0.0,0.0037581983488053,0.0,0.0245841741561889,0.0,0.9999513626098632,0.0
1.25,0.0001897642214316,0.0,0.0103737264871597,0.0,0.0446638166904449,0.0,0.9996509552001952,0.0
1.5,0.0035753627307713,0.0,0.0463080033659935,0.0,0.2334108203649521,0.0,0.9939945340156556,0.0
2.0,8.091337804216892e-05,0.0,0.0064590414986014,0.0,0.0476756356656551,0.0,0.9998546838760376,0.0
