Gravity,MSE_Mean,MSE_Std,MAE_Mean,MAE_Std,Max_Error_Mean,Max_Error_Std,R2_Mean,R2_Std
1.62,1.5475515374419048e-05,2.751944649282721e-05,0.00228978362865742,0.0019928276123089297,0.008241146802902161,0.007123491520214898,0.9999663710594178,6.036781551388845e-05
5.0,0.0007409899946651111,0.0007960868167780328,0.0183513508178293,0.011527769741952708,0.05554371476173396,0.036037508011287626,0.9984760403633117,0.0016393659789160268
9.81,0.0014814620546530484,0.0018808004541612405,0.02566754519939416,0.0168994761159804,0.08287583440542215,0.051144969690354154,0.9970253586769104,0.003793387860065538
15.0,0.00276119129266584,0.004164231068248133,0.026923771947622237,0.01718821560746258,0.22695090174674987,0.2491287973862516,0.9943965911865235,0.008365951335031934
25.0,0.1217173501849174,0.016446693656157814,0.20137570202350613,0.018136965141155956,1.1210091829299926,0.05169131293218892,0.757912814617157,0.032471108210592764
