Omega,MSE_Mean,MSE_Std,MAE_Mean,MAE_Std,Max_Error_Mean,Max_Error_Std,R2_Mean,R2_Std
0.5,7.874862540120054e-05,0.00015212283768502376,0.0048759840428828595,0.00540629824729751,0.01767094731330866,0.014885510611726082,0.9992060661315918,0.0015357482754452298
0.8,0.00031121461106518573,0.00032311360515389654,0.0106233330443501,0.006252290096675042,0.06134112477302548,0.043114946946755696,0.9978695631027221,0.00217093455854594
1.0,0.00014855175713816024,0.00017202077933218233,0.00764783902559424,0.005606647505305863,0.03665450960397714,0.023137552892236898,0.9993784308433533,0.0007265004417624315
1.2,0.00033443627180528,0.00023170184006754416,0.012610163632780261,0.004644152285024287,0.06062458753585812,0.014352160260781168,0.999179744720459,0.0005730490977994824
1.5,0.0007175895188992742,0.0010955178547040183,0.01654771128669378,0.014251875427645699,0.07817407995462415,0.06212825922325248,0.996991777420044,0.004575486584224687
