Initial Angular Velocity,MSE_Mean,MSE_Std,MAE_Mean,MAE_Std,Max_Error_Mean,Max_Error_Std,R2_Mean,R2_Std
0.0,0.0014814620546530484,0.0018808004541612405,0.02566754519939416,0.0168994761159804,0.08287583440542215,0.051144969690354154,0.9970253586769104,0.003793387860065538
0.5,0.00037479374586831996,0.0002075488672959899,0.01365514546632764,0.0037388168874079495,0.05926512479782102,0.022592806678504773,0.9992902278900146,0.0003817456800750673
1.0,0.0004715981071058025,0.0004890939829047178,0.013971382472664079,0.00864554177389077,0.07249309420585626,0.035874820918363935,0.9991882562637329,0.000843915725528986
1.5,8.815240798866776e-05,9.910934668394912e-05,0.00605460731312626,0.003852266586726667,0.03477085232734674,0.024705199383837834,0.9998642563819885,0.00015610265635059058
2.0,0.000341070051945242,0.00035045573903640673,0.0128583967685699,0.006955850423068342,0.05394092127680774,0.03431208500314825,0.9995485782623291,0.00047330992619279725
