Length 2,MSE_Mean,MSE_Std,MAE_Mean,MAE_Std,Max_Error_Mean,Max_Error_Std,R2_Mean,R2_Std
0.5,0.0006594418082386,0.0,0.0194230657070875,0.0,0.0977567881345748,0.0,0.9987661838531494,0.0
0.75,7.481942884624004e-05,0.0,0.0057727936655282,0.0,0.0421292781829834,0.0,0.9998518228530884,0.0
1.0,2.5190356609527956e-05,0.0,0.0037581983488053,0.0,0.0245841741561889,0.0,0.9999513626098632,0.0
1.25,7.878906762925908e-05,0.0,0.0062679015100002,0.0,0.0347582697868347,0.0,0.9998075366020204,0.0
1.5,0.0004698022094089,0.0,0.0177411958575248,0.0,0.0908501744270324,0.0,0.9990926384925842,0.0
2.0,0.0001451348653063,0.0,0.0094448234885931,0.0,0.0348267257213592,0.0,0.9995951652526855,0.0
