Beta,MSE_Mean,MSE_Std,MAE_Mean,MAE_Std,Max_Error_Mean,Max_Error_Std,R2_Mean,R2_Std
0.0,0.0002067144312604497,0.00022588002706664298,0.00982571393251412,0.006612681496207851,0.03881193399429314,0.02186819892885086,0.9994343996047974,0.0006213380485449892
0.1,0.0015705634890764222,0.003277463278282527,0.01858986336737866,0.025729477049685458,0.07651962786912916,0.08942448234636802,0.9962987184524537,0.0077424213415999395
0.5,0.00047287793131541993,0.000360612324183602,0.01591007187962528,0.006891857310087235,0.06747053861618035,0.015948181357581866,0.9991925239562989,0.0005799894873469844
1.0,0.00033443627180528,0.00023170184006754416,0.012610163632780261,0.004644152285024287,0.06062458753585812,0.014352160260781168,0.999179744720459,0.0005730490977994824
2.0,0.0009150860845693005,0.0012966383017505845,0.0193751060403883,0.016138927311840114,0.06888422369956963,0.04030294031145803,0.996397078037262,0.005065450293665546
